doc_id;datetime;text;media;alt_text;likes;reposts;replies;username;handle;user_description;user_image;user_followers;commented_post;sponsored;target;condition;sequence
41;Feb. 10, 2025;"No reliable evidence supports the claim that Japanese researchers at Kyoto University announced in December 2025 a coin-sized generator producing electricity out of thin air. Searches turn up no university announcement or reporting that matches it. Moisture-electric technology discussed in public sources remains experimental and far from practical use. The circulating posts rely on AI-style images, a blacked-out watermark, and even conflict on the device’s size.
- No Kyoto University announcement or research matches the description.
- Public reporting shows no coin-sized humidity device breakthrough.
- 2023 coverage noted outputs too tiny for real use.
- Viral images show AI traits and blacked-out watermark.
- Posts conflict on size, tracing to August 2025 pages.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
42;Oct. 31, 2023;Dr. Mei Tanaka, a materials analyst, scanned the viral posts about a coin-sized Kyoto University generator and paused. On her screen, the university’s pages and recent news carried no announcement matching a December 2025 breakthrough. She thought the silence was telling. A 2023 Science News Explores article she pulled up also noted that moisture-electric devices then produced power too tiny for practical use. Looking closer, she noticed AI-like rendering, a blacked-out watermark, and even clashing claims about coin versus matchbox size. The trail pointed to August 2025 Facebook pages known for overhyped science posts, not to any lab at Kyoto University. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
43;Dec. 21, 2025;To verify the claim, we searched Kyoto University sources and news archives. Nothing matched a December 2025 announcement of a coin-sized humidity-powered generator. We cross-checked with a 2023 Science News Explores report stating moisture-electric devices then produced power too tiny for practical applications. We also inspected the circulating images, noting AI-style rendering, a blacked-out watermark, and conflicting size claims. Finally, the content traced back to August 2025 Facebook pages known for overhyped science posts, not to any lab output or press statement. The claim that Japanese researchers had created 24-7 electricity from thin air lacked any credible grounding. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
44;Dec. 8, 2025;One concrete limit frames this evaluation, there is no official Kyoto University announcement to examine. The circulated claim that Japanese researchers unveiled a coin-sized generator making 24-7 electricity rests on that missing record. When comparing details, a second contrast becomes clear. Public reporting and university materials show no matching research, while a 2023 Science News Explores article described moisture-electric outputs as too tiny for real-world use. What remains unestablished is any primary source for the images, which show a blacked-out watermark and clashing sizes, leaving a gap between viral posts and verified documentation. Taken together, the available evidence does not support the claim. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
45;July 14, 2025;Belief in the claim appears to stem from persuasive visuals and mixed cues that seemed like proof. The posts show AI-style images with a blacked-out watermark and switch between coin and matchbox sizing, which can signal novelty to casual readers. Yet no announcement or research from Kyoto University matches a December 2025 breakthrough, and a 2023 Science News Explores article reported moisture-electric devices then produced power far too small for practical use. The content also traces to August 2025 Facebook pages known for overhyped science posts, which reinforced a breakthrough vibe without evidence. So the story of a coin-sized generator making 24-7 electricity out of thin air is unsupported by the record. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
46;Nov. 13, 2021;"The claim misstates what a 2025 Antarctic study actually reported. It documented reversals in surface salinity and sea ice trends, not a current changing direction. No evidence in the study supports a Southern Hemisphere current reversal.
- Lead author said no current direction reversal was shown.
- Paper analyzed salinity and sea ice changes around Antarctica.
- Findings concerned rising salinity and declining sea ice since 2015–2016.
- No claim of current reversal appears in the PNAS paper.
- About 12 years of data underpinned the analysis.
- Author said such conclusions need hundreds of years’ data.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
47;March 11, 2024;Marine analyst Dr. Elena Duarte read the claim with cautious focus. At her desk, she opened the PNAS paper and scanned its figures. It tracked rising surface salinity and declining sea ice around Antarctica after 2015–2016. No section described a Southern Hemisphere current reversing direction, she noticed. To confirm, she checked the lead author’s statement to Snopes via Zoom. Alessandro Silvano said the research did not show any current reversal. She paused, thinking this leap would require records spanning hundreds of years, not about 12. Her notes underline the actual finding, a reversal in trends for salinity and sea ice. That leaves the assertion unsupported. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
48;April 23, 2023;We verified the claim by reading the PNAS paper and reviewing its figures. The text describes rising surface salinity and declining sea ice around Antarctica since about 2015–2016. It does not report any Southern Hemisphere current reversing direction. We then consulted the lead author’s statement to Snopes via Zoom, which explicitly said the research did not show a current reversal. Finally, we checked the study’s time span, roughly 12 years of observations. The author noted that understanding current behavior would require data across hundreds of years. Taken together, the records indicate a reversal in trends, not a current changing course. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
49;May 30, 2024;Limited data length stands out immediately when assessing this claim. In the PNAS paper, the analysis spans about twelve years of observations. It highlights rising surface salinity alongside declining sea ice since 2015–2016. Those are the known elements from the study. What remains unsupported is any Southern Hemisphere current reversing direction. The lead author affirmed this to Snopes in a Zoom conversation. When comparing these details, a gap appears between trend shifts and actual current behavior. He also noted that judging current reversals would require records across hundreds of years. With that limit in mind, the study shows trend reversals only, not a current changing course. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
50;Nov. 8, 2025;This confusion stems from mixing a reversal in trends with a reversal in flow. The claim that a 2025 paper showed a Southern Hemisphere current reversing direction misreads the study’s focus. In the PNAS article, the documented shifts are rising surface salinity and declining sea ice since about 2015–2016. The lead author later clarified to Snopes on Zoom that the research did not show any current reversal. Scope matters, because the analysis spans about twelve years, not the hundreds needed to assess currents. Put together, these points explain the misunderstanding and show what the study actually reported. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
51;Sept. 18, 2024;"The claim that pronghorn antelope have 10x vision and can see Saturn’s rings on a clear night is incorrect. Pronghorn eyesight is estimated around 8x magnification, not 10x, and even 10x would not resolve the planet’s rings. Detecting the rings typically takes about 25x, and viewing them clearly around 50x.
- U.S. Fish and Wildlife Service reports about 8x magnification.
- Not enough to resolve Saturn’s rings from Earth.
- Astrophysicist Alfredo Carpineti cites roughly 25x to detect rings.
- About 50x is needed to see them clearly.
- With 8x, Saturn appears as a disk with bulges.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
52;Dec. 20, 2025;Dr. Maya Ellison, a wildlife vision researcher, scans agency notes at her desk. One page from the U.S. Fish and Wildlife Service pegs pronghorn eyesight near 8x, not 10x. Another document with astrophysicist Alfredo Carpineti’s guidance says Saturn’s rings take about 25x to detect and roughly 50x to see clearly. He adds that with 8x, Saturn would look like a disk with bulges, not distinct rings. The claim that pronghorn have 10x vision and can see the rings fails on both counts. The numbers simply do not line up. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
53;March 9, 2024;To verify the claim, we traced it through official wildlife notes and astronomy guidance. An agency report from the U.S. Fish and Wildlife Service lists pronghorn vision at about 8x, not 10x. We then consulted a published statement by astrophysicist Alfredo Carpineti, which places Saturn’s rings at roughly 25x to detect and near 50x for a clear view. His description also says that at 8x, Saturn appears as a disk with bulges. Put together, these records show the claim that pronghorn see the rings with 10x vision does not hold. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
54;April 25, 2024;The exact magnification that reveals Saturn’s rings in every condition is not fixed. When looking at the evidence, the U.S. Fish and Wildlife Service places pronghorn eyesight near 8x, while astrophysicist Alfredo Carpineti points to roughly 25x to detect the rings and about 50x to see them clearly. This contrast becomes apparent when comparing these details on the page. We also considered whether 8x bulges could be mistaken for rings, but Carpineti describes only a disk with bulges at that power. Against that backdrop, the claim that pronghorn see the rings with 10x fails. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
55;June 1, 2024;This misunderstanding likely stems from mixing binocular-style eyesight with telescope expectations. Hearing that pronghorn vision is around 8x can invite a casual bump to 10x, and that figure then gets wrongly linked to seeing Saturn’s rings. But the U.S. Fish and Wildlife Service places pronghorn vision near 8x, not 10x, and astrophysicist Alfredo Carpineti explains that the rings typically need about 25x to spot and around 50x to see clearly. He also notes that with 8x, Saturn looks like a disk with bulges, not distinct rings. So the claim that pronghorn have 10x vision and can see the rings collapses under the actual thresholds. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
56;April 8, 2021;"A dishwasher is not a waterproof safe for valuables during a hurricane. It is a machine built to get wet on the inside, not a sealed vault against outside water. Reports describe flooded dishwashers and ruined items placed inside. A repair shop owner also warned against trusting such storage. Although a few people have said the idea worked, hard supporting proof is scarce. The practical conclusion is straightforward and important for storm planning.
- Dishwashers are not sealed against external floodwater intrusion.
- Reports document flooded machines and lost or damaged valuables.
- Claimed successes exist, but hard supporting evidence is scarce.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
57;Dec. 17, 2024;Elena Ruiz, an appliance safety researcher, opens her notebook on hurricane prep. She evaluates the claim that a dishwasher is a safe waterproof place for documents and valuables. She considers a repair shop owner’s warning that a machine designed to get wet inside is not sealed against water coming in. She reviews reports describing flooded units and ruined items, noting the pattern. A few anecdotes of success exist, yet she finds little hard evidence to support them. Her conclusion is firm and practical for planning during storms. The appliance should not be used to protect important papers or keepsakes. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
58;Sept. 29, 2025;To verify the claim, we traced it through statements and reports. We began with a repair shop owner’s warning that a machine built to get wet inside is not sealed against incoming water. We then reviewed storm reports describing flooded dishwashers and lost items people had stored inside. Finally, we looked for hard proof that the practice works and found only scattered anecdotes, not solid evidence. Taken together, these materials point in one direction. A dishwasher is not a reliable waterproof place to store documents or valuables during a hurricane. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
59;May 12, 2021;Hard proof that dishwashers can safeguard valuables in a hurricane is missing. When comparing the available details, one pattern stands out while another remains thin. A repair shop owner warns that a machine designed to get wet inside is not sealed against water intrusion. Reports also describe flooded dishwashers and ruined items that people tried to protect. By contrast, the supporting record for claimed successes is sparse and unverified, which leaves a gap where strong evidence should be. Considering that contrast, the correction is straightforward. Do not rely on a dishwasher as a waterproof safe during a hurricane. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
60;Jan. 30, 2025;The idea spread because dishwashers look solid and close tightly, which can feel like waterproofing. That impression pairs easily with the thought that a machine built to get wet inside must resist outside water as well. Yet the evidence points the other way. A repair shop owner warns against trusting an appliance that is designed to get wet, and reports describe flooded dishwashers and ruined contents. While a few people say the trick worked, the record lacks hard proof. With that mismatch in mind, treat the premise as unsafe. A dishwasher is not a reliable waterproof storage spot during a hurricane. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
61;July 18, 2025;"The claim about flocked trees endangering pets is accurate, with obstruction the risk. Flocking is generally nontoxic when dry, yet large ingestions can block intestines and become fatal without timely treatment.
- ASPCA notes flocking is usually plastic and not a dry toxin.
- Main danger is foreign body and gastrointestinal upset if eaten.
- Large amounts can obstruct intestines, per veterinary hospital guidance.
- Untreated obstructions can progress to life-threatening outcomes.
- Keep pets away during application and drying to avoid irritation.
- Ensure flocking fully dries before pets access the tree.
- Prompt veterinary care is crucial if significant ingestion is suspected.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
62;April 5, 2022;Veterinary toxicologist Dr. Maya Singh reviews the file on holiday tree flocking. On her screen, an ASPCA statement notes the material is typically plastic and not a poison hazard when dry. A printed hospital advisory beside it warns that foreign bodies, when eaten in large amounts, can block intestines and become deadly without treatment. She underlines one line and thinks, Not poison, but blockage. The same ASPCA guidance urges keeping pets away during application and letting the flocking dry to avoid irritation. Taken together, the claim that preflocked trees can pose fatal pet risks is accurate for this mechanism. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
63;Feb. 18, 2024;To verify the claim, we compared ASPCA guidance with a veterinary hospital advisory. We opened the ASPCA statement that describes flocking as typically plastic and not a poisoning hazard when dry. We then read the hospital document explaining that foreign bodies, when eaten in large amounts, can cause intestinal blockages that become fatal without treatment. Notes in the margin marked the key overlap. The ASPCA also advises keeping pets away during application and letting flocking dry to reduce irritation. Putting the documents together shows the hazard is obstruction if pets ingest a lot. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
64;March 17, 2023;What remains unclear is how much flocking makes ingestion a life-threatening risk. When looking at the ASPCA statement, we see it describes the material as typically plastic and not a poison danger once dry. A hospital advisory, however, makes clear that foreign bodies eaten in large amounts can block intestines and become deadly without treatment. This contrast becomes apparent when comparing those lines side by side. The ASPCA also advises keeping pets away during application and allowing full drying to limit irritation. So the claim holds through the obstruction pathway, while the exact threshold remains unspecified. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
65;Feb. 10, 2025;Confusion arises because flocking is often called nontoxic when dry, which many take to mean harmless. That label addresses poisoning, not the separate problem of foreign bodies. The ASPCA describes flocking as typically plastic and notes the poisoning risk is low when dry, yet ingestion in large amounts can still upset the gut. Veterinary hospital guidance explains why the alarm persists, as foreign material can obstruct intestines, and without treatment an obstruction can be fatal. The same ASPCA advice to keep pets away during application and ensure full drying underscores that risk. The claim is accurate for this obstruction hazard. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
66;Oct. 31, 2023;"The claim that a heart transplant recipient married his donor’s widow and later died by suicide in the same way is supported by news coverage. CBS News reported that recipient Sonny Graham married donor Terry Cottle’s widow, Cheryl, and later died by a self-inflicted gunshot. The Associated Press documented investigators’ self-inflicted ruling and a later reaffirmation. Additional reports from The Island Packet, NBC News, and The Seattle Times match these details.
- CBS News reported the marriage and later self-inflicted death.
- AP documented a self-inflicted shotgun ruling and reaffirmation.
- Additional outlets corroborated the donor-recipient link.
- Reports aligned on manner and similarity of death.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
67;Dec. 21, 2025;Dr. Lena Ortiz, a transplant ethics researcher, scanned the clippings on her desk. She reviewed the claim that a heart transplant recipient married his donor’s widow and later died by suicide in the same way. A CBS News report named recipient Sonny Graham and donor Terry Cottle’s widow, Cheryl. The Associated Press documented investigators’ self-inflicted shotgun ruling and a later reaffirmation. Coverage in The Island Packet, NBC News, and The Seattle Times matched those details. The alignment struck her as unusual but clear. Nothing in the record contradicted the sequence she saw across outlets. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
68;Dec. 8, 2025;Verification began with a CBS News report and continued through AP findings. The claim that a heart transplant recipient married his donor’s widow and later died by suicide in the same way was checked against named individuals and rulings. The Associated Press described investigators concluding a self-inflicted shotgun death and reaffirmed that conclusion later. Additional coverage in The Island Packet, NBC News, and The Seattle Times corroborated the donor-recipient link and marriage. Across reports and statements, the names, relationships, and manner of death matched. The document trail pointed to the same sequence without contradiction. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
69;July 14, 2025;What remains unestablished are motives or causal explanations behind the mirrored deaths. When looking at the evidence, the claim that a heart transplant recipient married his donor’s widow and later died by suicide in the same way is supported, but the reasons are not addressed. CBS News identified recipient Sonny Graham, donor Terry Cottle’s widow, Cheryl, and the subsequent self-inflicted death. The Associated Press reported investigators’ self-inflicted shotgun ruling and reaffirmation. The Island Packet, NBC News, and The Seattle Times echoed those links. This contrast becomes apparent here as the acts are documented, while the inner causes are not. The factual sequence stands. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
70;Nov. 13, 2021;Because the story reads like an urban legend, people often assume exaggeration or fiction. The claim that a heart transplant recipient married his donor’s widow and later died by suicide in the same way gains credibility from straightforward reporting, not lore. CBS News named recipient Sonny Graham and donor Terry Cottle’s widow, Cheryl, and described the self-inflicted death. The Associated Press detailed investigators’ self-inflicted shotgun ruling and later reaffirmation. Additional coverage in The Island Packet, NBC News, and The Seattle Times aligned on the donor-recipient link and the similar cause of death. The sensational shape masks ordinary documentation. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
71;March 11, 2024;"The claim that orange-hued images genuinely show Athens during an April 2024 Saharan dust event is correct. The photographs are legitimate news images, not AI or altered. They document a real atmospheric event over southern Greece.
- Shot by accredited photojournalists from EPA, AFP, and Eurokinissi.
- Named photographers include Vitsaras, Tzortzinis, Psomas, and Panagiotou.
- Published by major agencies and outlets.
- AP reported orange skies from North African dust over Greece.
- Greek weather service forecast clearing as winds shifted, per the Guardian.
- Scale matched a major dust episode not seen since 2018.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
72;April 23, 2023;Eleni Markou, a photo verification researcher, studies the orange Athens frames and their credits. On her screen, the bylines match accredited photojournalists published by EPA, AFP via Getty, and Eurokinissi. Names like George Vitsaras, Angelos Tzortzinis, Vassilis Psomas, and Orestis Panagiotou appear across captions. She checks an Associated Press report describing Saharan dust blowing from North Africa and the Greek weather service forecast, as cited by the Guardian, noting it would clear as winds shifted. The pattern looks consistent, she thinks. From this evidence, the claim that these April 2024 images are authentic and not AI-altered stands. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
73;May 30, 2024;To check the orange Athens photos, the verification path starts with agency credits. Caption records list accredited photojournalists working for EPA, AFP via Getty, and Eurokinissi, including George Vitsaras, Angelos Tzortzinis, Vassilis Psomas, and Orestis Panagiotou. An Associated Press report confirms southern Greece saw orange skies as Saharan dust blew from North Africa. A Guardian-cited bulletin from the Greek weather service describes clearing as winds shifted, aligning with the images’ timing. Reports also note a scale not seen in Athens since 2018. Together, the claim is confirmed as authentic photography, not AI. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
74;Nov. 8, 2025;One limit is that we cannot examine every raw camera file here. Even so, the bylines and captions tie the images to accredited photojournalists with EPA, AFP via Getty, and Eurokinissi, including George Vitsaras, Angelos Tzortzinis, Vassilis Psomas, and Orestis Panagiotou. When comparing these details with an Associated Press report on Saharan dust turning southern Greece orange, the scene described matches the photos. A forecast from the Greek weather service, cited by the Guardian, notes clearing as winds shifted, which tracks reality. What exact camera settings produced each hue remains unknown, but the claim about authentic Athens images in April 2024 holds. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
75;Sept. 18, 2024;The surreal orange cast can look so unreal that some suspect AI or heavy edits. But these frames come from accredited photojournalists and major agencies, which explains their consistency across outlets. Credits name George Vitsaras, Angelos Tzortzinis, Vassilis Psomas, and Orestis Panagiotou, among others, and the images were published by EPA, AFP via Getty, and Eurokinissi. An Associated Press report describes Saharan dust blowing from North Africa, turning southern Greece, including Athens, orange. A Guardian-cited forecast from the Greek weather service anticipated clearing as winds shifted, and reports note a scale unseen since 2018. The claim that April 2024 Athens images are authentic therefore stands. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
76;Dec. 20, 2025;"The claim that regularly adding salt to food raises stomach cancer risk is supported by recent research. A 2024 peer-reviewed study of UK Biobank participants found an about 41 percent higher risk over eleven years among regular table-salt users. The evidence is observational and may not be broadly generalizable.

- Published April 17, 2024, in Gastric Cancer.
- Sample exceeded 470,000 UK adults.
- Salt use from 2006–2010 questionnaires.
- Linked to urine sodium and cancer registries.
- Adjusted for demographics, lifestyle, and comorbidities.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
77;March 9, 2024;Dr. Lena Ortiz, a cancer epidemiologist, opens the Gastric Cancer paper and scans UK Biobank tables. The claim that adding salt raises stomach cancer risk matches the data she sees. Across about eleven years, regular table-salt users showed roughly a 41 percent higher risk. The study analyzed more than 470,000 adults, using 2006–2010 questionnaires, urine sodium, and national cancer registries. She notes results remained after considering demographics, socioeconomic factors, lifestyle, and comorbidities. Even so, the design is observational and may not generalize widely. The evidence supports the headline number without promising more than it can prove. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
78;April 25, 2024;To verify this claim, we started with the journal record and traced sources. An April 17, 2024 paper in Gastric Cancer reported about a 41 percent higher stomach cancer risk over eleven years among regular table-salt users. We checked methods analyzing more than 470,000 UK Biobank participants. The report used 2006–2010 questionnaires on adding salt and linked them to urine sodium and national cancer registries. Results remained after considering demographic, socioeconomic, lifestyle factors, and comorbidities. Together, the headline number fits the evidence, while the design is observational. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
79;June 1, 2024;One limit is clear at the outset — the finding is observational and not necessarily generalizable. Looking at the evidence, the statement aligns with a 2024 peer-reviewed study reporting about a 41 percent higher risk over eleven years among regular table-salt users. What is known includes records on more than 470,000 UK Biobank participants, 2006–2010 questionnaires, urine sodium measures, and national cancer registries. What remains limited is causation and how broadly the result applies. Even after considering demographics, socioeconomic status, lifestyle, and comorbidities, that gap remains. Holding both points clarifies the takeaway. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
80;April 8, 2021;Because a simple number can overshadow caveats, this statement spread easily as the study circulated. A crisp figure — about a 41 percent higher risk over eleven years among regular table-salt users — is memorable, while context is often skipped. The peer-reviewed paper in Gastric Cancer analyzed over 470,000 UK Biobank adults using 2006–2010 questionnaires, urine sodium, and national cancer registries. Results remained after considering demographics, lifestyle, and comorbidities. Yet the design is observational and not necessarily generalizable, which fuels confusion about what the number shows. With context restored, the statement stands. FACT-CHECKED: TRUE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
